ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Dialect,Media_IDs,Sense_IDs
XV000221,tzh,"ma'yuk bi a chahpaj hilel a, yu'un lok' ta ahnel",,,"no se llegó a ningún acuerdo, porque se escapó",,,Petalcingo,,SN000105
XV000222,tzh,anan bael,,,¡huye!,,,Guaquitepec,,SN000105
XV000223,tzh,"ay anel a yik' sbaik jiche, ya xlok'ik ta anel",,,"a veces huyendo se juntan, salen huyendo (los novios, que no quieren pasar por el ritual de pedida)",,,Sitalá,,SN000105
XV000224,tzh,an lok'el ta sna te ach'ixe,,,la muchacha salió huyendo de su casa,,,Tenejapa,,SN000105
XV000225,tzh,anon bael yu'un k'an smajikon,,,salí huyendo porque me iban a pegar,,,Tenejapa,,SN000105 ; SN008638
XV000226,tzh,bajt wan anel sok slekwinik,,,tal vez huyó con su novio,,,Villa Las Rosas,,SN000105 ; SN008717
XV000227,tzh,lok' beel anel te yakbele,,,se salió escapando el borracho,,,Oxchuc,,SN000105
XV000228,tzh,laj kmulambe yahnel me jkaxlanetike,,,me gustó la huida de los mestizos,,,Petalcingo,,SN000106
XV000229,tzh,laj ka'iy ahnel ta smul me kbankile,,,huí por culpa de mi hermano mayor,,,Petalcingo,,SN000106
XV000230,tzh,ha' yahnib yut ha'mal me chije,,,la montaña es el escondite del venado,,,Petalcingo,,SN000107
XV000231,tzh,ay yanib ta wits j'elek'e,,,el ladrón tiene su escondite en el cerro,,,Villa Las Rosas,,SN000107
XV000232,tzh,animajon bel ta smanel waj,,,me fui corriendo a comprar tortillas,,,Tenejapa,,SN000108 ; SN007092
XV000233,tzh,"tal kaptan, x'aelmaj sok skawayu",,,"viene el capitán, corre con su caballo",,,Oxchuc,,SN000110
XV000234,tzh,"ya jmaliytik ajk'uk, ma x'animaj ko'tantik",,,"vamos a esperar un rato, no tenemos prisa",,,Cancuc,,SN000111
XV000235,tzh,ay ya x'ala animaj yo'tanik ta sleel yinamik i alaletiki,,,algunos jóvenes tienen prisa de buscar sus esposas,,,Tenejapa,,SN000111
XV000236,tzh,kon kiltik animal kawuetik,,,vámonos a ver la carrera de caballos,,,Guaquitepec,,SN000112
XV000237,tzh,te animale ya yich' pasel pajel,,,la carrera se hará mañana,,,Guaquitepec,,SN000112
XV000238,tzh,yakalik ta animal te alaletike,,,los niños están corriendo,,,Guaquitepec,,SN000113
XV000239,tzh,woletotik nax koel ta alimal sok te jme' to,,,en bola bajamos a la carrera con mi mamá,,,Oxchuc,,SN000114 ; SN008926
XV000240,tzh,ya yayik alimal,,,corren (echan una carrera),,,Oxchuc,,SN000114
XV000241,tzh,elmaltik la yich' pasel,,,rápido fue hecho,,,Oxchuc,,SN000115
XV000242,tzh,"k'unk'un a jul k'axel, ma me aelmaltikuk",,,"poco a poco la vas a insertar (la lanzadera), no debes apresurarte",,,Oxchuc,,SN000115
XV000243,tzh,animal a ochon tal,,,entré corriendo (hacia acá),,,Tenejapa,,SN000116 ; SN007183
XV000244,tzh,animal a cham,,,murió repentinamente,,,Guaquitepec,,SN000116
XV000245,tzh,animal ya xboon tal,,,voy y regreso rápido,,,Ametenango,,SN000116
XV000246,tzh,"animaltik xix la ka'iy sak'omajel, yu'un ban ta a'tel",,,"lavé ropa muy a la carrera, porque me fui a trabajar",,,Tenejapa,,SN000117
XV000247,tzh,"animaltik te lajele, ma'yuk chikan bit'il a tsakot chamel",,,"la muerte es repentina, de pronto se enfermó",,,Tenejapa,,SN000117
XV000248,tzh,anim we',,,comió rápido,,,Guaquitepec,,SN000118
XV000249,tzh,ani pasa me awa'tel,,,apresúrate en hacer tu trabajo,,,Tenejapa,,SN000118
XV000250,tzh,laj awahntes bahel,,,lo dejaste escapar,,,Petalcingo,,SN000119
XV000251,tzh,la yantesotik lok'el te ts'i'e,,,el perro nos sacó corriendo,,,Guaquitepec,,SN000119
XV000252,tzh,yak ta ahnu pak' waj te antse,,,la mujer está torteando a la carrera,,,Bachajón,,SN000120
XV000253,tzh,ya x'ahnu bohon ta kuch si',,,voy de prisa a cargar leña,,,Petalcingo,,SN000120
XV000254,tzh,ya x'ahnumaj ta jujun xtibilta,,,corre cada tarde,,,Petalcingo,,SN000121 ; SN003257
XV000255,tzh,"la sjip bahel sbah ta ahnumal, ahnumal a baht",,,"se lanzó rápido, se fue corriendo",,,Petalcingo,,SN000122
XV000256,tzh,ma xktahbetik yahnumali ha' in awa xkulixch'ini,,,no alcanzamos la velocidad de carrera de ésa que llamamos gallinita de monte,,,Petalcingo,,SN000122 ; SN002498
XV000257,tzh,ahnumaltik yakalon ta sak'umajel,,,estoy lavando a la carrera,,,Petalcingo,,SN000123 ; SN009389
XV000258,tzh,laj kahnutay te jwe'ele,,,me apuré por mi comida,,,Bachajón,,SN000124
XV000259,tzh,baht yahnuta stat,,,se apuró para alcanzar a su padre,,,Petalcingo,,SN000124
XV000260,tzh,"anutaya me abeel, toy me k'aal",,,"apúrate en tu camino, ya es tarde",,,Cancuc,,SN000124
XV000261,tzh,anutaya me te nopjune,,,échale ganas a tus estudios,,,Cancuc,,SN000124
XV000262,tzh,laj kahnutay kichan,,,me escapé de mi amigo,,,Bachajón,,SN000125
XV000263,tzh,x'ah'un ta skaj sk'uxul yok te kbankile,,,mi hermano está gimiendo por el dolor de su pie,,,Petalcingo,,SN000126
XV000264,tzh,naxix te yakal ta aj'onele,,,ya hace rato que está gimiendo,,,Guaquitepec,,SN000126
XV000265,tzh,joyob x'aj'unon li' ta ti' k'ali,,,aquí siempre estaba yo gimiendo al lado del fogón,,,Tenejapa,,SN000126 ; SN004648
XV000266,tzh,yak ta aj'unel jchamele,,,el enfermo se está quejando del dolor,,,Villa Las Rosas,,SN000126
XV000267,tzh,maba hichuk a lok' te kahtaltike,,,nuestra cuenta no fue correcta,,,Petalcingo,,SN000127
XV000268,tzh,cheb cheb te jkajtaltik ta niube,,,de dos en dos (hilos) es la manera de contar al urdir,,,Oxchuc,,SN000127
XV000269,tzh,¿jayeb ahtal a te ya xtalate?,,,¿en qué fecha vas a venir?,,,Bachajón,,SN000128 ; SN007179
XV000270,tzh,ja' jich yorail bit'il ajtal ito,,,es en estas fechas como ahora (que se siembra el frijol),,,Cancuc,,SN000128
XV000271,tzh,¿bi ajtalil ya ka'iy i tojki?,,,¿en qué fecha fue que nació?,,,Tenejapa,,SN000128
XV000272,tzh,nakal ta jun te bi ajtalil a tojke,,,está anotada en un documento la fecha en que nació,,,Tenejapa,,SN000128 ; SN005500
XV000273,tzh,ma sna' ahtal,,,no sabe contar,,,Petalcingo,,SN000130
XV000274,tzh,yakon ta ajtal,,,"estoy contando, estoy haciendo cuentas",,,Villa Las Rosas,,SN000130
XV000275,tzh,ma' sna'ik ajtal ta bats'il k'op,,,no saben contar en la lengua materna,,,Guaquitepec,,SN000130
XV000276,tzh,¿jayeb ya xk'oat ta ajtal ta tseltal?,,,¿hasta cuánto puedes contar en tseltal?,,,Cancuc,,SN000130
XV000277,tzh,"ma me xkak'at ta k'exlal, ma me xkak'at ta ahtal o'tan",,,"no te vaya yo a poner en vergüenza, no te vaya yo a poner a preocuparte",,,Bachajón,,SN000131 ; SN004947
XV000278,tzh,yich'oj ajtal o'tan te antse,,,la mujer tiene una preocupación,,,Ametenango,,SN000131
XV000279,tzh,yajtal ko'tan yu'un mal k'alix,,,estoy preocupada porque ya es tarde,,,Ametenango,,SN000131
XV000280,tzh,ajtaluk me ta awo'tan te achambalame,,,debes estar al pendiente de tus animales,,,Cancuc,,SN000132
XV000281,tzh,te ajtal u ku'untike maba pajal sok te kaxlan ajtal ue,,,nuestro calendario no es igual al calendario gregoriano,,,Tenejapa,,SN000133
XV000282,tzh,ahtalaj ta spukel te ixime,,,estuvo calculando cómo había que repartir el maíz,,,Bachajón,,SN000134
XV000283,tzh,te winkiletike koel ya x'ajtalaj stukelik,,,"los ""winkiletik"" (cinco meses del calendario tradicional) se cuentan de mayor a menor",,,Tenejapa,,SN000134
XV000284,tzh,cholbeyaik nix ya'ay te awal anich'anik te ajtal k'aal te bit'il ajtalaj te jme' jtatike,,,"infórmenles a sus hijos cómo se cuentan los días, como contaban nuestros ancestros",,,Oxchuc,,SN000134
XV000285,tzh,ma'yuk yajtalel,,,no tiene horario (el trabajo),,,Cancuc,,SN000135
XV000286,tzh,moj te yajtalul te tak'ine,,,subió el valor del dinero,,,Chilón,,SN000135 ; SN005296
XV000287,tzh,yahtalelix a k'ot ta chamel,,,ya era su hora para que muriera,,,Petalcingo,,SN000135
XV000288,tzh,ta jujun sona yahtalal juesetik yu'unik,,,en cada zona tienen sus jueces,,,Bachajón,,SN000136
XV000289,tzh,yajtalel ay yajwal te bay kuxajtik te witse,,,todos los cerros que están vivos (cerros sagrados) tienen dueño (espiritual),,,Cancuc,,SN000136 ; SN000442
XV000290,tzh,"te partidoetike, yajtalul me s'ekipoik ek",,,todos los partidos tienen sus respectivos equipos,,,Cancuc,,SN000136
XV000291,tzh,yahtalal ta sbihil te chambahlametike,,,cada animal tienen diferentes nombres,,,Petalcingo,,SN000136
XV000292,tzh,ya xbah kahtay jayeb tak'in ay ku'un,,,voy a contar cuánto dinero tengo,,,Petalcingo,,SN000137
XV000293,tzh,la yajtay te biluketike,,,contó las cosas,,,Guaquitepec,,SN000137
XV000294,tzh,ajtaya jayeb te ajane,,,cuenta cuántos elotes son,,,Yajalón,,SN000137
XV000295,tzh,ya kajtaylan kalak',,,voy a contar mis pollos,,,Villa Las Rosas,,SN000137
XV000296,tzh,la yahts'esbe sk'u' yihts'in te ach'ixe,,,la muchacha mojó la ropa de su hermanito,,,Petalcingo,,SN000138
XV000297,tzh,la yajts'eson,,,me mojó,,,Guaquitepec,,SN000138
XV000298,tzh,la yich' ajts'esel te k'u'ule,,,fue mojada la ropa,,,Guaquitepec,,SN000138
XV000299,tzh,ya kajts'es te nichimetike,,,voy a regar las flores,,,Guaquitepec,,SN000138
XV000300,tzh,la yats'eson ja'ale,,,me mojó la lluvia,,,Villa Las Rosas,,SN000138
XV000301,tzh,wojeye la kats'es lek jlum ja' yu'un tsam wujem a jil,,,ayer mojé bien mi terreno por eso quedó bien esponjado,,,Villa Las Rosas,,SN000138
XV000302,tzh,la kich' ajch'esel yu'un karro,,,fui salpicado de lodo por el carro,,,Tenejapa,,SN000139 ; SN008637
XV000303,tzh,ahwix te ixime,,,ya se sembró el maíz,,,Bachajón,,SN000141
XV000304,tzh,awix te jk'altike,,,ya se terminó de sembrar nuestra milpa,,,Ametenango,,SN000141
XV000305,tzh,lum ay x'ahyine,,,allá está el cocodrilo,,,Petalcingo,,SN000142
XV000306,tzh,winike la st'usbe ston ahyin,,,el hombre rompió los huevos del cocodrilo,,,Petalcingo,,SN000142
XV000307,tzh,la ka'iyat,,,te escuché,,,Villa Las Rosas,,SN000147
XV000308,tzh,tulan la ka'i te sk'ope,,,escuché fuerte su voz,,,Petalcingo,,SN000147 ; SN004081
XV000309,tzh,¿ma' la awa'ay te k'opoje?,,,¿no escuchaste que habló?,,,Guaquitepec,,SN000147 ; SN004095
XV000310,tzh,ma' x'a'yawan k'alal ya yich' komele,,,no escucha cuando se le llama la atención,,,Yajalón,,SN000147 ; SN003529
XV000311,tzh,ma' la ka'iy te la sti'on xenene,,,no sentí que me picó el zancudo,,,Guaquitepec,,SN000148 ; SN009097
XV000312,tzh,k'ahun ta chamonix la ka'i,,,sentí como que ya me había muerto,,,Petalcingo,,SN000148 ; SN003457
XV000313,tzh,"ya xut'at kiltik a, kiltik teme k'ux ya awa'iye",,,"que te pellizque, entonces a ver si sientes dolor",,,Tenejapa,,SN000148
XV000314,tzh,maba yu'un xut'et ya x'a'yawan,,,no es que siente coraje hacia la gente,,,Tenejapa,,SN000148
XV000315,tzh,ya me ka'bat awa'iy teme ma xach'uhun k'ope,,,"si no obedeces, voy a hacer que lo sientas (te voy a golpear)",,,Bachajón,,SN000148
XV000316,tzh,ma xka'iybat bin kawali,,,no entiendo lo que me dices,,,Bachajón,,SN000149
XV000317,tzh,a'iya teme chi'e,,,prueba si está dulce,,,Guaquitepec,,SN000150
XV000318,tzh,ya to ya'iy jbojchok mats',,,todavía va a tomar una jícara de pozol,,,Tenejapa,,SN000150
XV000319,tzh,ya ka'iy a'tel,,,voy a trabajar,,,Guaquitepec,,SN000151
XV000320,tzh,ya xbajt ya'yik futbol,,,se van a jugar futbol,,,Cancuc,,SN000151
XV000321,tzh,kurik ka'iytik atimal,,,vamos a bañarnos,,,Tenejapa,,SN000151
XV000322,tzh,"teme la sti'at te ajachabe, ya xlaj",,,"si te pica la abeja, se muere",,,Tenejapa,,SN000152
XV000323,tzh,ya xjajchon ta sts'unel ajachab,,,voy a comenzar a criar abejas,,,Tenejapa,,SN000152 ; SN002184
XV000324,tzh,"ch'in to te ajaw chane, ala kom to nax sot",,,"la víbora de cascabel aún está pequeña, su cascabel está cortito",,,Tenejapa,,SN000154 ; SN000253
XV000325,tzh,"kurik kiltik tal ajan, ba tsaka tal achojak'",,,"vamos a buscar elote, ve a traer tu red",,,Tenejapa,,SN000156
XV000326,tzh,ayix yajanil me k'altike,,,ya tiene elotes la milpa,,,Petalcingo,,SN000156
XV000327,tzh,ak'beya yajanul te ti'bale,,,échale elotes a la carne,,,Tenejapa,,SN000156 ; SN007394
XV000328,tzh,ay ste'el ajate' ta sk'inal jme',,,hay un árbol de matasano en el terreno de mi mamá,,,Tenejapa,,SN000157
XV000329,tzh,tak'anix jlo'tik te ajate'e,,,ya hay matasano maduro para comer,,,Tenejapa,,SN000157
XV000330,tzh,ay yajate'ul spoko' na te jme' jtate,,,en la casa antigua de mis papás hay matasanos,,,Tenejapa,,SN000157
XV000331,tzh,ay yajawil te witse,,,el cerro tiene guardián,,,Tenejapa,,SN000160
XV000332,tzh,baht sk'oponik te yajawil witse,,,fueron a rezarle al dios de los cerros,,,Petalcingo,,SN000160
XV000333,tzh,ya xtojk ta jch'ujtik te ajk'e,,,la tortuga nace en nuestra panza (causando enfermedad),,,Cancuc,,SN000165
XV000334,tzh,cha'ajk' la yich' ak'el nichim,,,dos veces se entregaron las velas,,,Tenejapa,,SN000167
XV000335,tzh,ajk'alts'in te ya jkaltik wokol ta atojol,,,a cada rato te damos las gracias a ti,,,Oxchuc,,SN000169
XV000336,tzh,ajk'ts'in ya yich'ula ik' yu'un stajimal te alale,,,el niño jadea a cada rato por estar jugando,,,Tenejapa,,SN000169
XV000337,tzh,ajk'ats'in ya jtajulanat ta be,,,a cada rato te encuentro en el camino,,,Guaquitepec,,SN000170 ; SN007113
XV000338,tzh,te tajimal k'ine ay yajk'ot wakaxul,,,la fiesta de carnaval tiene baile del toro de petate,,,Tenejapa,,SN000172
XV000339,tzh,ta ajk'ubal a tojk te ala chitame,,,en la noche nació el puerquito,,,Tenejapa,,SN000173 ; SN000253
XV000340,tzh,ta yajk'ubalil martes te julon ta lok'ele,,,en la noche del día martes fue que llegué,,,Tenejapa,,SN000173
XV000341,tzh,ta ajk'ubaltik ya xlok' smakli jalaw te yajwal k'altike,,,de noche el dueño de la milpa sale a cazar tepezcuintle,,,Tenejapa,,SN000176
XV000342,tzh,ay la mach'a ya xiwteswan ta ajk'ubaltik,,,(se dice que) hay alguien que espanta durante la noche,,,Tenejapa,,SN000176
XV000343,tzh,ajk'ubey xk'oukon ta jul'al,,,anoche me fui de visita,,,Ametenango,,SN000177 ; SN003284
XV000344,tzh,ajk'ube lok' xch'ulel te jchamele,,,anoche al enfermo se le salió el alma (se murió),,,Tenejapa,,SN000177
XV000345,tzh,ay laj yajmul te winike,,,dicen que el hombre tiene amante,,,Bachajón,,SN000178
XV000346,tzh,jPale yajmul laj me xPete,,,se dice que Francisco es el amante de Petrona,,,Petalcingo,,SN000178
XV000347,tzh,ya sjuk ta spasel ajmulil,,,la manda a cometer adulterio,,,Bachajón,,SN000179
XV000348,tzh,laj yajmulin sbahik,,,se hicieron amantes,,,Bachajón,,SN000180
XV000349,tzh,ajmulinwan te kereme,,,el muchacho cometió adulterio,,,Guaquitepec,,SN000180
XV000350,tzh,laj yajmuliy ach'ix te mamale,,,el señor tomó de amante a una muchacha,,,Bachajón,,SN000181
XV000351,tzh,ma me x'ajmuliyat,,,no cometas adulterio,,,Bachajón,,SN000182
XV000352,tzh,ay ajoj ta ch'entikil,,,en el pedregal hay acalama,,,Tenejapa,,SN000183
XV000353,tzh,ya jnuk'betik xchabul te ajowe,,,se chupa la miel del almendrillo,,,Oxchuc,,SN000184
XV000354,tzh,ajtal chajp ayotik,,,estamos por grupos,,,Tenejapa,,SN000186
XV000355,tzh,ajtal chajp te jnajtike,,,nuestras casas son de distintos diseños,,,Cancuc,,SN000186
XV000356,tzh,ajtakum me te eleksione,,,hay varios tipos de elecciones,,,Cancuc,,SN000188
XV000357,tzh,ajtakum sts'ibal,,,tiene colores variados,,,Cancuc,,SN000188
XV000358,tzh,jowil ajtakumul xanix te bit'il ya xbenotike,,,ya cada quien anda por su lado sin sentido,,,Tenejapa,,SN000188
XV000359,tzh,ajtaten te bit'il kuxulotike,,,vivimos de diversas formas,,,Tenejapa,,SN000189
XV000360,tzh,mayuk yajwal,,,no tiene dueño,,,Guaquitepec,,SN000191
XV000361,tzh,ja' kajwal me in ta ba ya xtale,,,ése es mi patrón que viene por allá,,,Tenejapa,,SN000192 ; SN002498 ; SN002575 ; SN007179
XV000362,tzh,kalehbe yajwale,,,vas a buscar a alguien que lo haga,,,Petalcingo,,SN000193
XV000363,tzh,¿ya bal ana' jayeb yajwalul i Ch'ajkomai?,,,¿sabes cuántos habitantes tiene Ch'ajkoma?,,,Tenejapa,,SN000194
XV000364,tzh,ya kajwal k'optayatkotik Kajwal,,,te suplicamos Señor,,,Bachajón,,SN000195
XV000365,tzh,la yajwal k'optayon yu'un te ma xkak' ta chukele,,,me suplicó para que no lo encarcelara,,,Guaquitepec,,SN000195
XV000366,tzh,la kajwal k'opta me ktate yu'un a kyak'on lok'el ta paxial a,,,le supliqué a mi padre para que me dejara salir a pasear,,,Petalcingo,,SN000195
XV000367,tzh,kon kajwal k'optatik ta snah me xMale,,,vamos a la casa de María a regañarla,,,Petalcingo,,SN000196
XV000368,tzh,lek laj yajwal k'optayonik,,,me regañaron mucho,,,Petalcingo,,SN000196
XV000369,tzh,ma to hulem te ajwalile,,,aún no ha llegado el presidente,,,Petalcingo,,SN000197
XV000370,tzh,ya laj yak' tel koltayel te ajwalile,,,dicen que el gobierno dará apoyo,,,Cancuc,,SN000197
XV000371,tzh,te ajwalil la yak' ixtabiletik ta sk'ajk'alel alaletik,,,el gobierno dio juguetes en el día de los niños,,,Guaquitepec,,SN000197
XV000372,tzh,la sjeson ak,,,me cortó el zacate,,,Petalcingo,,SN000198
XV000373,tzh,ja' ya jchuk yakul jnajtik a,,,con eso (bejucos) amarramos la paja de nuestras casas,,,Cancuc,,SN000199 ; SN002575
XV000374,tzh,k'ax mi yakul me jk'inale,,,mi terreno tiene mucho zacate,,,Petalcingo,,SN000199
XV000375,tzh,laj yakilel te jk'inale,,,se le acabó el zacate a mi terreno,,,Guaquitepec,,SN000199
XV000376,tzh,ya xba jchik'be yakilel jk'al,,,iré a quemar la maleza de mi milpa,,,Cancuc,,SN000199
XV000377,tzh,bayal yakilal te jk'ale,,,mi milpa tiene mucho zacate,,,Oxchuc,,SN000199
XV000378,tzh,te me ay ts'in ak a te j'ajk'otal antse,,,allí están también las mujeres bailadoras,,,Tenango,,SN000202
XV000379,tzh,k'ax bayel ak' ta jk'al,,,hay mucho bejuco en mi milpa,,,Petalcingo,,SN000203
XV000380,tzh,ya jlej ak' yu'un ya jchuk stsalul jnaj,,,busco bejuco para amarrar la madera de la pared,,,Villa Las Rosas,,SN000203
XV000381,tzh,lon kom yak'ul te jsi'e,,,está muy corto el lazo para mi leña,,,Guaquitepec,,SN000204
XV000382,tzh,jun yak'ul laj yich' tal chay me kbankile,,,mi hermano trajo una tira de pescado,,,Petalcingo,,SN000204
XV000383,tzh,"xk'ohukon ta low chay, in yak'ul la ktsak",,,"fui a pescar, así de tanto pesqué (mostrando qué tan larga es la tira)",,,Petalcingo,,SN000204 ; SN002497
XV000384,tzh,la jti' kak',,,me mordí la lengua,,,Tenejapa,,SN000205
XV000385,tzh,lajem yak' te alale,,,el niño tiene la lengua lastimada,,,Petalcingo,,SN000205
XV000386,tzh,yak' wakax me la awe'e,,,es lengua de res lo que comiste,,,Guaquitepec,,SN000205 ; SN008772
XV000387,tzh,ak'il te ay ta mesae,,,es lengua lo que está en la mesa,,,Tenejapa,,SN000205
XV000388,tzh,tal yak'ik majtanil,,,vinieron a entregar regalos,,,Guaquitepec,,SN000206
XV000389,tzh,la ya'bon,,,me lo dio,,"con sufijo aplicativo <-be(y)> que vuelve el verbo ditransitivo al agregar un receptor, se suele perder la <k'>",Bachajón,,SN000206
XV000390,tzh,"ya nax xbaht awa'be hilel me hune, xtalat ta ora",,,sólo vas a entregarle el documento y te regresas rápido,,,Petalcingo,,SN000206
XV000391,tzh,ak'a ta mexa,,,ponlo en la mesa,,,Guaquitepec,,SN000207
XV000392,tzh,ma jna'tik ba kak'tik k'al te jun,,,no sabemos adónde mandar la carta,,,Aguacatenango,,SN000207 ; SN004947
XV000393,tzh,xba kak' hilel ta snah te kwixe,,,voy a dejar a mi hermana en su casa,,,Petalcingo,,SN000207 ; SN002266
XV000394,tzh,ya yak'ix xchenek',,,ya va a poner sus frijoles (a cocer),,,Ametenango,,SN000207
XV000395,tzh,¿tut ya awa'be chenek' i toj bujts'ane?,,,¿qué les echas a los frijoles que están tan ricos?,,,Ametenango,,SN000207 ; SN002357
XV000396,tzh,"a'beya me, ma me xk'exawat",,,"éntrale, no tengas pena",,,Guaquitepec,,SN000208
XV000397,tzh,ak'beya me bisuk,,,échese una copa,,,Oxchuc,,SN000208
XV000398,tzh,ya kak' ta pasel jna,,,voy a hacer construir mi casa,,,Guaquitepec,,SN000209
XV000399,tzh,ja' la ya'bon kil te jtate,,,"eso es lo que me enseñó (""me hizo ver"") mi papá",,,Cancuc,,SN000209 ; SN002575
XV000400,tzh,ha' la ya'bon jnop,,,"ella fue quien me enseñó (""me hizo aprender"")",,,Bachajón,,SN000209 ; SN002154
XV000401,tzh,laj kak'at ta ik'el yu'un ayat ta k'op ini,,,te mandé a llamar porque ahora estás en problemas,,,Petalcingo,,SN000209 ; SN000441 ; SN002503
XV000402,tzh,ya kak'tik wayuk li' to,,,la dejamos dormir aquí,,,Aguacatenango,,SN000209 ; SN004648
XV000403,tzh,maba k'an yak'onik tel,,,no iban a dejarme venir,,,Cancuc,,SN000209
XV000404,tzh,ma x'ak'ot mach'a xchon trawo,,,no se permite que nadie venda trago,,,Chilón,,SN000209
XV000405,tzh,ma x'ak'awan ochel talel,,,no deja entrar (a la gente),,,Petalcingo,,SN000209
XV000406,tzh,chamix mach'a ak'awan ta milele,,,ya murió el que mandó a matar (a alguien),,,Petalcingo,,SN000209
XV000407,tzh,ma' laj kak'tik ta k'exlal te ch'ul ajaw lum,,,no pusimos en vergüenza a la sagrada tierra,,,Bachajón,,SN000210 ; SN004920
XV000408,tzh,ak'a slajin stsa te me k'ux ya yayat ma k'uxuk ya yayate,,,es asunto suyo si te quiere o no te quiere,,,Oxchuc,,SN000211
XV000409,tzh,"lajina atsa atukel, ¿bi jwenta a?",,,"allí velo tú, ¿a mi qué me importa?",,también común en imperativo:,Oxchuc,,SN000211
XV000410,tzh,la jchik' jk'ab ta ak'al,,,me quemé la mano con las brasas,,,Bachajón,,SN000212
XV000411,tzh,ya sman yak'alik,,,compraron sus carbones,,,Tenejapa,,SN000212
